day,symbol,time_utc,price,bias,line_val,sma14,close_break_pct,neck_chg_pct,span,sma25,sma99,dist_ma99_pct,sma200,dist_ma200_pct,sma200_slope_pct,entry,reclaim_3,pnl_15m,pnl_30m,pnl_1h,pnl_2h,pnl_4h,pnl_8h,pnl_12h,sma200_15,dist_ma200_15m_pct
2026-08-02,BLESS/USDT,2026-08-02 10:45,0.014398,31.85,0.0159,0.015204,13.33,7.79,13,0.014792,0.013492,6.72,0.012256,17.48,5.052,0.0144,False,0.2777777777777785,-6.527777777777777,-3.979166666666671,-4.763888888888895,-13.965277777777771,-26.937500000000004,-38.04861111111112,0.00979,47.07
2026-08-02,BLESS/USDT,2026-08-02 15:25,0.016612,28.85,0.016827,0.016564,3.16,0.45,8,0.016201,0.015023,10.58,0.013566,22.45,4.733,0.016606,True,-2.041430808141651,-1.5958087438275406,-7.388895579910891,-9.466457906780686,-9.382151029748286,-21.034565819583282,-26.78549921715043,0.01047,58.67
2026-08-02,BLESS/USDT,2026-08-02 18:20,0.018167,29.94,0.018401,0.018074,2.09,-0.69,9,0.017973,0.016274,11.64,0.014692,23.65,5.86,0.01817,False,0.06053935057785979,-0.7870115575123873,-0.17611447440836972,1.7336268574573437,-10.588882773802984,-14.556962025316464,2.8508530544854027,0.011047,64.46
2026-08-02,BLESS/USDT,2026-08-02 20:00,0.017891,25.45,0.018385,0.018196,2.69,-0.29,21,0.018174,0.016926,5.7,0.015301,16.93,5.198,0.017889,False,2.465202079490173,0.5198725473754785,3.1583654759908297,-7.568897087595736,-15.903627927776848,-19.07317345854996,-4.119850187265926,0.011396,56.99
2026-08-02,BLESS/USDT,2026-08-02 20:30,0.017796,25.45,0.018369,0.017891,3.64,-0.29,21,0.018055,0.017075,4.22,0.015443,15.23,4.604,0.017791,False,-0.19672868304198926,2.624922713731674,-7.0878534090270255,-9.735259400820624,-16.62076330729019,-18.987128323309534,2.9003428699904585,0.011495,54.82
2026-08-02,ENA/USDT,2026-08-02 05:20,0.08723,8.46,0.08824,0.087243,1.17,0.24,2,0.086002,0.08199,6.39,0.081312,7.28,0.736,0.08722,True,-0.2407704654895528,-0.6076587938546076,-1.731254299472595,-2.350378353588622,-1.4790185737216228,-1.2267828479706346,-2.9580371474432456,0.081091,7.57
2026-08-02,ENA/USDT,2026-08-02 07:05,0.08843,9.0,0.088497,0.088444,0.32,-0.45,11,0.088056,0.083747,5.59,0.082033,7.8,1.005,0.08843,True,-0.94990387877418,0.655886011534544,0.6106524934976805,0.41841004184099895,-0.6785027705529835,-0.6785027705529835,-0.8707452222096651,0.081335,8.72
2026-08-02,ENA/USDT,2026-08-02 08:05,0.08789,8.88,0.088477,0.088404,0.91,-0.09,12,0.088421,0.084845,3.59,0.082478,6.56,1.073,0.08788,True,0.09103322712789798,0.2617205279927106,-0.20482476103777836,-1.0013654984069251,0.44378698224852237,-1.1265361857077887,-0.8420573509330959,0.081481,7.87
2026-08-02,EUL/USDT,2026-08-02 02:40,1.5751,10.39,1.60062,1.610357,2.27,-2.33,10,1.59752,1.545754,1.9,1.506862,4.53,2.177,1.5752,False,0.12696800406297623,-3.421787709497211,-2.1076688674454114,-1.796597257491112,7.745048247841536,6.22778059928897,8.170391061452516,1.426412,10.42
2026-08-02,EUL/USDT,2026-08-02 04:05,1.5962,9.39,1.604053,1.615486,1.17,-0.24,17,1.604352,1.559638,2.34,1.531141,4.25,2.275,1.596,False,0.307017543859657,-0.5325814536340822,1.447368421052639,7.117794486215548,8.75313283208021,9.298245614035093,9.442355889724313,1.431306,11.52
